Date,PM2.5,PM10,NO2,O3
2023-01-18 16:00:00,27.2,47.68,32.23,58.83
2023-01-18 17:00:00,24.57,44.92,33.65,48.08
2023-01-18 18:00:00,31.25,48.46,27.35,43.15
2023-01-18 19:00:00,22.03,30.2,22.83,44.27
2023-01-18 20:00:00,22.23,40.89,34.9,59.9
2023-01-18 21:00:00,27.44,56.32,23.44,51.22
2023-01-18 22:00:00,17.65,37.09,20.45,54.61
2023-01-18 23:00:00,8.32,25.97,33.6,46.36
2023-01-19 00:00:00,12.2,20.82,29.05,46.61
2023-01-19 01:00:00,20.34,24.78,29.33,41.93
2023-01-19 02:00:00,9.9,8.79,26.53,35.88
2023-01-19 03:00:00,20.57,43.94,30.76,43.54
2023-01-19 04:00:00,15.65,10.15,29.22,40.36
2023-01-19 05:00:00,35.78,69.28,24.04,33.23
2023-01-19 06:00:00,41.0,59.29,21.67,39.27
2023-01-19 07:00:00,23.73,53.35,22.03,17.62
2023-01-19 08:00:00,33.55,53.11,29.3,23.73
2023-01-19 09:00:00,27.9,50.42,26.05,23.42
2023-01-19 10:00:00,33.08,72.01,29.01,31.27
2023-01-19 11:00:00,46.55,71.85,33.48,21.83
2023-01-19 12:00:00,33.21,50.35,42.19,36.5
2023-01-19 13:00:00,34.02,48.87,28.24,27.46
2023-01-19 14:00:00,29.28,38.83,36.15,44.49
2023-01-19 15:00:00,40.54,62.23,29.54,50.81
2023-01-19 16:00:00,12.43,15.44,32.41,40.71
2023-01-19 17:00:00,27.42,33.87,38.89,48.4
2023-01-19 18:00:00,27.73,42.69,28.76,60.13
2023-01-19 19:00:00,21.97,38.75,30.24,62.84
2023-01-19 20:00:00,29.19,39.53,30.71,46.43
2023-01-19 21:00:00,29.56,46.0,31.95,56.75
2023-01-19 22:00:00,12.61,31.42,24.26,56.91
2023-01-19 23:00:00,32.84,41.19,32.06,50.55
2023-01-20 00:00:00,11.63,34.06,22.58,56.12
2023-01-20 01:00:00,28.17,39.69,26.63,40.6
2023-01-20 02:00:00,22.14,37.03,23.05,37.51
2023-01-20 03:00:00,19.49,41.42,27.91,32.16
2023-01-20 04:00:00,21.71,47.42,34.94,33.97
2023-01-20 05:00:00,25.9,45.2,24.37,27.78
2023-01-20 06:00:00,29.42,41.52,26.92,32.24
2023-01-20 07:00:00,24.72,33.29,26.29,23.43
2023-01-20 08:00:00,30.77,44.63,27.07,24.01
2023-01-20 09:00:00,29.2,61.84,28.06,27.03
2023-01-20 10:00:00,27.81,41.43,32.91,22.34
2023-01-20 11:00:00,30.99,52.18,30.36,35.81
2023-01-20 12:00:00,29.27,38.48,31.46,36.93
2023-01-20 13:00:00,33.38,44.15,19.97,40.36
2023-01-20 14:00:00,37.69,60.52,42.92,34.2
2023-01-20 15:00:00,34.55,52.68,44.01,53.48
2023-01-20 16:00:00,44.02,68.41,38.44,36.71
2023-01-20 17:00:00,16.98,15.33,29.87,55.37
2023-01-20 18:00:00,30.99,48.99,26.68,54.16
2023-01-20 19:00:00,26.14,54.21,23.73,58.82
2023-01-20 20:00:00,29.06,39.68,33.2,54.04
2023-01-20 21:00:00,26.81,50.08,34.77,55.33
2023-01-20 22:00:00,20.25,4.69,27.83,57.52
2023-01-20 23:00:00,21.48,27.95,30.05,50.93
2023-01-21 00:00:00,15.87,10.11,27.03,49.13
2023-01-21 01:00:00,24.29,48.75,20.35,45.7
2023-01-21 02:00:00,10.13,23.24,29.05,53.5
2023-01-21 03:00:00,27.34,35.46,28.93,26.87
2023-01-21 04:00:00,24.19,41.02,19.85,40.62
2023-01-21 05:00:00,23.34,46.96,29.79,32.45
2023-01-21 06:00:00,26.94,53.96,26.26,29.32
2023-01-21 07:00:00,29.45,43.87,27.14,18.22
2023-01-21 08:00:00,40.12,46.52,31.95,32.25
2023-01-21 09:00:00,53.39,78.24,33.35,19.05
2023-01-21 10:00:00,42.58,74.26,37.44,36.18
2023-01-21 11:00:00,32.67,69.06,30.0,26.47
2023-01-21 12:00:00,40.11,63.74,38.02,41.67
2023-01-21 13:00:00,40.1,59.31,30.0,32.2
2023-01-21 14:00:00,29.71,66.73,35.11,34.73
2023-01-21 15:00:00,26.42,45.53,35.24,43.63
2023-01-21 16:00:00,31.95,41.3,40.05,43.37
2023-01-21 17:00:00,35.25,55.45,34.29,49.51
2023-01-21 18:00:00,18.66,37.86,31.69,63.43
2023-01-21 19:00:00,21.94,34.54,38.68,51.49
2023-01-21 20:00:00,27.77,50.78,27.86,56.36
2023-01-21 21:00:00,22.93,23.84,26.09,64.36
2023-01-21 22:00:00,29.9,36.37,17.62,54.74
2023-01-21 23:00:00,12.14,13.54,24.67,57.68
2023-01-22 00:00:00,34.61,53.11,20.11,51.16
2023-01-22 01:00:00,11.54,21.13,22.95,50.2
2023-01-22 02:00:00,9.39,20.12,25.2,39.92
2023-01-22 03:00:00,22.48,55.7,18.78,39.93
2023-01-22 04:00:00,17.69,22.39,20.69,43.67
2023-01-22 05:00:00,26.19,39.39,17.76,27.73
2023-01-22 06:00:00,28.05,39.2,24.45,29.84
2023-01-22 07:00:00,29.39,55.66,23.72,21.76
2023-01-22 08:00:00,27.44,52.98,40.72,31.54
2023-01-22 09:00:00,36.75,55.21,39.07,15.8
2023-01-22 10:00:00,,,,
2023-01-22 11:00:00,42.84,62.88,27.77,35.74
2023-01-22 12:00:00,35.41,64.9,34.31,31.9
2023-01-22 13:00:00,30.43,60.33,29.78,25.68
2023-01-22 14:00:00,25.3,29.58,45.21,35.69
2023-01-22 15:00:00,33.12,57.61,39.95,40.08
2023-01-22 16:00:00,24.88,18.01,29.93,57.25
2023-01-22 17:00:00,22.46,42.54,36.09,55.65
2023-01-22 18:00:00,31.66,41.84,25.59,58.65
2023-01-22 19:00:00,15.76,29.75,30.87,47.4
2023-01-22 20:00:00,32.97,58.79,29.12,55.32
2023-01-22 21:00:00,23.8,47.03,32.15,64.12
2023-01-22 22:00:00,21.3,41.21,31.94,58.66
2023-01-22 23:00:00,14.56,23.74,25.86,47.86
2023-01-23 00:00:00,25.24,37.34,23.68,52.51
2023-01-23 01:00:00,20.91,32.86,8.03,36.47
2023-01-23 02:00:00,17.61,19.25,31.81,35.15
2023-01-23 03:00:00,24.2,37.02,20.92,25.11
2023-01-23 04:00:00,14.56,20.97,25.31,32.12
2023-01-23 05:00:00,16.77,20.53,37.05,33.49
2023-01-23 06:00:00,21.93,21.16,21.03,21.52
2023-01-23 07:00:00,32.82,42.3,28.55,25.25
2023-01-23 08:00:00,32.64,27.02,32.48,20.26
2023-01-23 09:00:00,40.61,62.51,37.02,22.26
2023-01-23 10:00:00,30.06,50.98,33.01,21.02
2023-01-23 11:00:00,39.83,42.27,40.12,37.13
2023-01-23 12:00:00,35.97,59.45,33.12,28.65
2023-01-23 13:00:00,30.72,48.18,38.51,34.91
2023-01-23 14:00:00,37.89,51.22,38.07,37.14
2023-01-23 15:00:00,33.92,50.82,35.34,46.07
2023-01-23 16:00:00,28.88,54.61,36.81,62.74
2023-01-23 17:00:00,30.98,41.77,29.87,67.62
2023-01-23 18:00:00,27.88,45.24,31.51,51.97
2023-01-23 19:00:00,25.66,43.83,25.12,57.29
2023-01-23 20:00:00,22.18,28.91,27.79,61.07
2023-01-23 21:00:00,15.17,32.34,34.14,62.33
2023-01-23 22:00:00,22.18,38.71,29.1,57.11
2023-01-23 23:00:00,16.11,23.76,27.3,57.55
2023-01-24 00:00:00,14.69,42.41,16.81,50.28
2023-01-24 01:00:00,19.64,39.53,25.8,40.41
2023-01-24 02:00:00,26.29,28.58,23.69,46.91
2023-01-24 03:00:00,24.27,35.72,26.89,37.26
2023-01-24 04:00:00,21.63,54.34,31.72,34.82
2023-01-24 05:00:00,23.32,29.45,23.71,21.58
2023-01-24 06:00:00,32.63,52.74,25.42,22.71
2023-01-24 07:00:00,16.5,36.26,33.04,23.52
2023-01-24 08:00:00,37.6,65.38,26.98,28.48
2023-01-24 09:00:00,23.23,43.54,31.99,36.6
2023-01-24 10:00:00,27.25,49.5,23.02,32.0
2023-01-24 11:00:00,33.46,53.73,32.7,28.61
2023-01-24 12:00:00,49.84,73.4,41.72,26.89
2023-01-24 13:00:00,46.61,78.05,37.47,43.92
2023-01-24 14:00:00,39.98,60.75,40.5,42.23
2023-01-24 15:00:00,36.61,54.73,40.58,24.99
2023-01-24 16:00:00,21.64,46.48,41.94,54.07
2023-01-24 17:00:00,31.83,47.87,32.51,53.16
2023-01-24 18:00:00,25.52,54.48,37.71,40.41
2023-01-24 19:00:00,21.84,37.0,42.79,58.53
2023-01-24 20:00:00,25.74,39.92,29.87,55.82
2023-01-24 21:00:00,20.33,17.99,21.85,46.9
2023-01-24 22:00:00,27.1,60.32,24.03,65.53
2023-01-24 23:00:00,9.47,15.11,28.1,53.55
2023-01-25 00:00:00,21.42,16.11,16.5,44.9
2023-01-25 01:00:00,15.97,33.46,20.39,39.49
2023-01-25 02:00:00,19.59,30.94,22.35,39.15
2023-01-25 03:00:00,25.14,32.78,24.75,35.47
2023-01-25 04:00:00,18.27,36.68,33.79,36.26
2023-01-25 05:00:00,27.89,24.23,29.2,28.26
2023-01-25 06:00:00,27.7,38.61,21.43,24.83
2023-01-25 07:00:00,27.08,40.93,47.79,26.76
2023-01-25 08:00:00,30.15,55.06,29.92,22.68
2023-01-25 09:00:00,33.7,71.85,23.15,25.11
2023-01-25 10:00:00,31.29,48.11,27.81,35.59
2023-01-25 11:00:00,36.74,62.47,29.08,26.79
2023-01-25 12:00:00,35.3,78.47,28.46,31.74
2023-01-25 13:00:00,33.03,52.89,38.36,31.54
2023-01-25 14:00:00,45.44,76.45,22.67,46.63
2023-01-25 15:00:00,37.12,49.5,40.71,33.74
2023-01-25 16:00:00,30.68,64.76,39.27,42.52
2023-01-25 17:00:00,31.92,45.37,31.96,54.89
2023-01-25 18:00:00,22.81,38.65,37.58,52.09
2023-01-25 19:00:00,24.28,40.77,26.09,59.79
2023-01-25 20:00:00,23.05,37.57,25.79,53.84
2023-01-25 21:00:00,15.84,21.86,31.19,50.46
2023-01-25 22:00:00,24.37,40.92,25.95,52.26
2023-01-25 23:00:00,18.21,43.2,22.63,42.86
2023-01-26 00:00:00,19.0,48.64,24.24,42.55
2023-01-26 01:00:00,17.99,27.38,30.8,49.36
2023-01-26 02:00:00,39.96,60.33,30.4,38.45
2023-01-26 03:00:00,19.5,24.73,26.34,35.94
2023-01-26 04:00:00,12.72,41.84,23.03,33.25
2023-01-26 05:00:00,17.46,28.97,28.36,19.98
2023-01-26 06:00:00,33.69,62.82,22.69,17.66
2023-01-26 07:00:00,39.22,68.32,34.29,27.8
2023-01-26 08:00:00,29.04,64.13,34.75,22.54
2023-01-26 09:00:00,42.46,65.96,41.21,24.19
2023-01-26 10:00:00,40.51,55.96,28.99,30.7
2023-01-26 11:00:00,35.72,72.03,29.61,23.79
2023-01-26 12:00:00,35.57,64.13,37.95,29.1
2023-01-26 13:00:00,37.94,64.36,34.43,34.0
2023-01-26 14:00:00,41.32,78.4,41.0,42.02
2023-01-26 15:00:00,37.17,63.58,42.38,41.73
2023-01-26 16:00:00,29.07,59.07,43.71,43.7
2023-01-26 17:00:00,30.16,50.22,34.53,60.77
2023-01-26 18:00:00,41.02,72.84,37.4,53.23
2023-01-26 19:00:00,28.57,49.92,28.97,58.42
2023-01-26 20:00:00,30.35,45.95,31.09,44.14
2023-01-26 21:00:00,26.71,41.1,28.18,46.76
2023-01-26 22:00:00,23.84,35.0,26.47,56.5
2023-01-26 23:00:00,22.05,37.41,34.88,49.16
2023-01-27 00:00:00,26.67,39.03,18.09,45.18
2023-01-27 01:00:00,25.87,44.88,24.18,38.18
2023-01-27 02:00:00,23.94,41.52,24.27,45.85
2023-01-27 03:00:00,19.47,32.79,27.42,40.04
2023-01-27 04:00:00,27.6,45.94,19.32,32.11
2023-01-27 05:00:00,26.81,38.37,24.26,30.87
2023-01-27 06:00:00,27.44,41.64,24.02,25.18
2023-01-27 07:00:00,47.43,62.52,17.19,21.41
2023-01-27 08:00:00,24.05,37.52,35.81,21.89
2023-01-27 09:00:00,40.69,57.22,24.2,30.1
2023-01-27 10:00:00,31.04,50.46,24.98,24.64
2023-01-27 11:00:00,37.8,54.77,38.98,29.74
2023-01-27 12:00:00,52.7,67.91,33.52,29.92
2023-01-27 13:00:00,31.24,68.0,34.29,41.76
2023-01-27 14:00:00,31.87,49.14,34.59,36.1
2023-01-27 15:00:00,34.84,67.32,41.17,53.04
2023-01-27 16:00:00,28.2,40.91,32.44,44.06
2023-01-27 17:00:00,36.66,72.24,37.22,47.17
2023-01-27 18:00:00,26.08,32.51,27.29,65.01
2023-01-27 19:00:00,31.14,51.23,33.2,48.09
2023-01-27 20:00:00,17.31,18.96,34.51,54.78
2023-01-27 21:00:00,12.79,41.27,35.47,60.56
2023-01-27 22:00:00,20.98,31.58,19.25,43.73
2023-01-27 23:00:00,12.15,26.06,24.27,52.16
2023-01-28 00:00:00,30.55,52.49,32.8,38.27
2023-01-28 01:00:00,12.53,19.85,28.81,44.1
2023-01-28 02:00:00,16.29,30.2,23.0,52.22
2023-01-28 03:00:00,26.27,52.9,24.22,22.01
2023-01-28 04:00:00,21.92,40.42,26.29,32.05
2023-01-28 05:00:00,18.26,30.52,23.89,26.66
2023-01-28 06:00:00,41.68,70.84,29.74,20.97
2023-01-28 07:00:00,25.5,56.12,30.9,16.33
2023-01-28 08:00:00,32.26,48.29,24.43,31.59
2023-01-28 09:00:00,33.84,39.32,29.1,26.7
2023-01-28 10:00:00,40.63,56.24,30.73,15.86
2023-01-28 11:00:00,39.94,55.73,32.97,23.74
2023-01-28 12:00:00,32.48,44.92,36.55,29.21
2023-01-28 13:00:00,35.21,49.57,36.7,26.69
2023-01-28 14:00:00,35.01,55.82,32.4,40.53
2023-01-28 15:00:00,39.59,65.33,42.5,45.41
2023-01-28 16:00:00,26.43,44.18,35.22,48.95
2023-01-28 17:00:00,43.62,63.95,41.56,62.73
2023-01-28 18:00:00,24.89,47.77,40.2,47.35
2023-01-28 19:00:00,27.32,47.98,26.26,51.65
2023-01-28 20:00:00,18.48,42.22,27.55,51.84
2023-01-28 21:00:00,16.0,32.37,26.36,59.62
2023-01-28 22:00:00,17.27,24.83,28.57,57.46
2023-01-28 23:00:00,15.89,35.87,29.39,43.82
2023-01-29 00:00:00,19.11,32.76,25.54,56.17
2023-01-29 01:00:00,15.99,31.97,21.45,38.43
2023-01-29 02:00:00,26.84,48.71,32.26,45.12
2023-01-29 03:00:00,19.24,29.79,22.01,40.88
2023-01-29 04:00:00,20.23,33.2,28.51,34.89
2023-01-29 05:00:00,25.17,39.21,25.57,27.42
2023-01-29 06:00:00,35.55,50.06,26.67,25.14
2023-01-29 07:00:00,32.95,35.57,31.82,28.4
2023-01-29 08:00:00,33.0,47.24,37.72,28.16
2023-01-29 09:00:00,26.65,44.24,33.08,29.77
2023-01-29 10:00:00,29.67,56.15,30.56,31.27
2023-01-29 11:00:00,29.65,53.81,41.64,31.45
2023-01-29 12:00:00,45.44,70.46,37.67,40.98
2023-01-29 13:00:00,40.51,59.37,36.65,32.52
2023-01-29 14:00:00,31.35,48.73,41.14,40.25
2023-01-29 15:00:00,31.87,43.18,37.41,40.53
2023-01-29 16:00:00,28.64,28.91,47.48,62.16
2023-01-29 17:00:00,26.35,29.8,34.25,55.19
2023-01-29 18:00:00,32.36,62.77,38.75,59.07
2023-01-29 19:00:00,25.8,56.14,33.76,57.17
2023-01-29 20:00:00,38.08,66.96,32.19,54.66
2023-01-29 21:00:00,31.44,49.84,26.64,70.51
2023-01-29 22:00:00,30.52,37.69,25.21,60.28
2023-01-29 23:00:00,25.9,40.14,28.24,48.68
2023-01-30 00:00:00,19.21,35.63,20.46,45.87
2023-01-30 01:00:00,25.61,47.61,21.33,45.21
2023-01-30 02:00:00,20.73,38.67,24.08,36.76
2023-01-30 03:00:00,33.87,63.87,30.41,34.03
2023-01-30 04:00:00,28.17,60.62,25.21,23.38
2023-01-30 05:00:00,29.25,43.56,26.08,15.02
2023-01-30 06:00:00,30.51,71.26,21.71,38.87
2023-01-30 07:00:00,42.26,51.45,36.93,22.47
2023-01-30 08:00:00,25.14,34.0,35.54,23.18
2023-01-30 09:00:00,46.43,75.89,37.65,25.93
2023-01-30 10:00:00,35.56,61.28,25.74,31.19
2023-01-30 11:00:00,29.04,45.01,36.0,34.05
2023-01-30 12:00:00,33.23,49.21,30.5,38.67
2023-01-30 13:00:00,27.57,61.73,39.65,39.57
2023-01-30 14:00:00,40.6,60.61,37.61,38.39
2023-01-30 15:00:00,29.17,38.52,38.39,51.47
2023-01-30 16:00:00,34.76,69.14,31.61,46.43
2023-01-30 17:00:00,38.62,68.59,29.04,56.8
2023-01-30 18:00:00,25.71,49.9,29.8,43.75
2023-01-30 19:00:00,26.07,43.27,33.09,62.3
2023-01-30 20:00:00,17.93,17.67,28.79,49.65
2023-01-30 21:00:00,21.76,35.49,29.71,45.79
2023-01-30 22:00:00,38.26,49.11,21.88,45.2
2023-01-30 23:00:00,26.69,44.64,25.72,51.82
2023-01-31 00:00:00,20.31,37.72,31.78,61.22
2023-01-31 01:00:00,18.5,38.2,25.87,42.71
2023-01-31 02:00:00,22.71,35.6,25.97,39.33
2023-01-31 03:00:00,25.02,46.02,26.22,40.73
2023-01-31 04:00:00,23.38,30.18,22.24,29.05
2023-01-31 05:00:00,31.01,57.34,33.92,28.5
2023-01-31 06:00:00,24.18,44.08,28.79,24.92
2023-01-31 07:00:00,26.22,35.55,29.33,37.31
2023-01-31 08:00:00,36.12,62.03,33.43,25.45
2023-01-31 09:00:00,28.54,54.39,36.26,30.0
2023-01-31 10:00:00,41.2,66.55,26.77,22.74
2023-01-31 11:00:00,37.54,53.48,34.52,22.56
2023-01-31 12:00:00,26.93,44.51,46.37,36.48
2023-01-31 13:00:00,38.28,65.67,44.07,37.63
2023-01-31 14:00:00,26.71,36.1,35.47,46.18
2023-01-31 15:00:00,39.71,55.48,39.44,38.56
2023-01-31 16:00:00,32.4,56.02,33.56,46.95
2023-01-31 17:00:00,43.07,75.51,36.01,42.88
2023-01-31 18:00:00,36.33,75.32,30.71,50.02
2023-01-31 19:00:00,21.46,39.67,29.18,45.82
2023-01-31 20:00:00,13.77,12.36,27.04,53.29
2023-01-31 21:00:00,19.71,47.85,36.86,62.34
2023-01-31 22:00:00,15.64,33.47,24.6,47.84
2023-01-31 23:00:00,33.12,36.96,31.47,45.38
2023-02-01 00:00:00,21.98,26.93,22.65,46.5
2023-02-01 01:00:00,27.92,40.74,21.47,42.78
2023-02-01 02:00:00,21.41,40.96,25.95,44.62
2023-02-01 03:00:00,23.31,18.26,17.71,28.32
2023-02-01 04:00:00,25.85,40.41,28.13,17.48
2023-02-01 05:00:00,34.62,61.63,25.08,29.77
2023-02-01 06:00:00,31.92,28.39,24.25,37.15
2023-02-01 07:00:00,25.77,47.21,24.62,24.35
2023-02-01 08:00:00,43.78,76.99,39.86,27.38
2023-02-01 09:00:00,33.95,47.54,31.38,25.03
2023-02-01 10:00:00,34.24,45.56,32.62,31.48
2023-02-01 11:00:00,20.8,26.38,38.61,27.63
2023-02-01 12:00:00,41.85,45.59,30.99,32.06
2023-02-01 13:00:00,38.38,58.8,41.47,45.95
2023-02-01 14:00:00,37.57,61.88,35.82,46.86
2023-02-01 15:00:00,33.29,43.5,28.88,39.73
2023-02-01 16:00:00,30.6,56.73,32.54,43.51
2023-02-01 17:00:00,29.9,48.66,28.77,47.03
2023-02-01 18:00:00,32.83,54.6,33.41,46.25
2023-02-01 19:00:00,31.81,47.68,27.58,51.17
2023-02-01 20:00:00,24.66,45.4,25.48,54.27
2023-02-01 21:00:00,30.08,58.46,29.91,49.85
2023-02-01 22:00:00,22.64,32.97,27.22,56.06
2023-02-01 23:00:00,19.29,36.96,31.8,40.57
2023-02-02 00:00:00,23.38,43.59,30.63,40.42
2023-02-02 01:00:00,14.31,26.24,24.51,47.84
2023-02-02 02:00:00,24.66,52.88,26.5,51.41
2023-02-02 03:00:00,15.28,18.64,17.17,37.63
2023-02-02 04:00:00,20.03,28.67,28.28,27.49
2023-02-02 05:00:00,16.01,19.4,27.81,22.71
2023-02-02 06:00:00,29.14,52.43,31.77,24.76
2023-02-02 07:00:00,41.92,64.9,26.92,33.11
2023-02-02 08:00:00,33.49,48.02,28.51,28.09
2023-02-02 09:00:00,39.71,76.85,30.1,18.09
2023-02-02 10:00:00,51.24,96.45,40.17,29.18
2023-02-02 11:00:00,40.35,61.92,35.66,38.0
2023-02-02 12:00:00,33.6,42.83,27.72,39.58
2023-02-02 13:00:00,34.16,69.56,39.02,44.1
2023-02-02 14:00:00,37.13,63.17,33.68,44.8
2023-02-02 15:00:00,32.05,54.65,41.22,36.19
2023-02-02 16:00:00,30.85,50.19,37.89,42.66
2023-02-02 17:00:00,38.18,54.68,40.44,61.04
2023-02-02 18:00:00,36.35,54.86,38.19,50.95
2023-02-02 19:00:00,18.24,34.61,36.24,43.11
2023-02-02 20:00:00,21.29,30.48,35.67,58.64
2023-02-02 21:00:00,21.75,38.27,32.52,60.86
2023-02-02 22:00:00,26.86,43.08,23.53,52.51
2023-02-02 23:00:00,29.33,38.47,20.04,53.91
2023-02-03 00:00:00,38.55,74.65,20.65,42.53
2023-02-03 01:00:00,19.82,36.46,27.86,41.1
2023-02-03 02:00:00,20.92,36.11,12.88,29.15
2023-02-03 03:00:00,28.22,49.58,24.13,29.68
2023-02-03 04:00:00,22.25,21.25,23.47,41.12
2023-02-03 05:00:00,27.42,39.93,31.88,9.5
2023-02-03 06:00:00,27.85,32.34,26.41,24.69
2023-02-03 07:00:00,16.68,27.69,26.6,22.31
2023-02-03 08:00:00,35.08,58.74,36.58,28.57
2023-02-03 09:00:00,34.9,56.98,31.09,12.71
2023-02-03 10:00:00,44.9,81.26,31.73,22.43
2023-02-03 11:00:00,38.1,48.98,31.8,25.86
2023-02-03 12:00:00,30.81,42.91,36.62,34.93
2023-02-03 13:00:00,36.52,61.75,34.14,36.06
2023-02-03 14:00:00,24.72,41.67,34.36,30.06
2023-02-03 15:00:00,28.73,35.45,43.05,41.85
2023-02-03 16:00:00,38.15,70.62,35.44,42.84
2023-02-03 17:00:00,30.93,61.83,32.0,53.39
2023-02-03 18:00:00,35.88,60.81,28.02,51.51
2023-02-03 19:00:00,16.47,14.28,32.55,64.98
2023-02-03 20:00:00,24.89,41.09,27.2,51.02
2023-02-03 21:00:00,21.83,37.65,26.61,51.08
2023-02-03 22:00:00,29.15,44.46,22.74,49.8
2023-02-03 23:00:00,26.65,53.42,26.74,49.45
2023-02-04 00:00:00,26.34,41.21,18.29,52.55
2023-02-04 01:00:00,32.01,68.05,26.26,41.23
2023-02-04 02:00:00,21.35,40.42,21.27,37.63
2023-02-04 03:00:00,32.84,54.75,27.79,38.26
2023-02-04 04:00:00,,,,
2023-02-04 05:00:00,21.93,47.33,26.28,33.18
2023-02-04 06:00:00,35.0,63.19,31.23,24.74
2023-02-04 07:00:00,23.53,37.04,36.23,20.09
2023-02-04 08:00:00,37.92,55.4,36.34,13.97
2023-02-04 09:00:00,36.75,49.82,25.0,18.9
2023-02-04 10:00:00,43.84,50.63,29.97,25.77
2023-02-04 11:00:00,37.86,61.96,31.83,28.84
2023-02-04 12:00:00,38.82,59.01,38.39,30.79
2023-02-04 13:00:00,41.27,63.36,33.18,27.24
2023-02-04 14:00:00,33.44,61.73,33.19,38.73
2023-02-04 15:00:00,31.9,50.15,32.12,34.56
2023-02-04 16:00:00,37.33,74.89,36.69,39.88
2023-02-04 17:00:00,32.38,47.22,37.42,57.12
2023-02-04 18:00:00,28.04,37.1,26.94,52.18
2023-02-04 19:00:00,27.92,34.61,28.98,57.02
2023-02-04 20:00:00,36.05,63.47,20.52,63.4
2023-02-04 21:00:00,22.17,44.68,16.49,53.95
2023-02-04 22:00:00,20.72,28.4,29.42,58.56
2023-02-04 23:00:00,12.51,11.51,27.33,52.74
2023-02-05 00:00:00,22.37,48.04,25.67,42.99
2023-02-05 01:00:00,26.84,31.34,32.14,42.82
2023-02-05 02:00:00,28.72,54.03,15.62,35.3
2023-02-05 03:00:00,25.62,36.43,13.8,39.59
2023-02-05 04:00:00,32.36,54.96,19.19,38.29
2023-02-05 05:00:00,32.94,61.33,15.16,20.99
2023-02-05 06:00:00,37.31,63.5,23.93,21.54
2023-02-05 07:00:00,38.6,59.41,31.36,23.17
2023-02-05 08:00:00,44.05,81.65,31.48,19.91
2023-02-05 09:00:00,35.27,58.74,36.69,23.91
2023-02-05 10:00:00,29.59,76.81,34.85,28.99
2023-02-05 11:00:00,42.34,54.1,32.22,36.91
2023-02-05 12:00:00,43.31,55.54,32.57,29.27
2023-02-05 13:00:00,47.78,84.39,37.98,32.6
2023-02-05 14:00:00,45.24,72.14,28.35,42.03
2023-02-05 15:00:00,47.96,83.07,19.91,43.37
2023-02-05 16:00:00,38.35,52.57,37.15,37.94
2023-02-05 17:00:00,34.07,54.95,35.41,45.23
2023-02-05 18:00:00,22.32,39.37,40.85,50.68
2023-02-05 19:00:00,30.41,44.3,35.04,58.94
2023-02-05 20:00:00,23.31,39.16,31.55,61.44
2023-02-05 21:00:00,26.24,31.09,26.89,47.9
2023-02-05 22:00:00,24.03,41.6,22.94,48.14
2023-02-05 23:00:00,25.73,52.73,24.36,55.56
2023-02-06 00:00:00,22.19,25.6,29.58,44.5
2023-02-06 01:00:00,28.65,35.46,26.52,45.79
2023-02-06 02:00:00,7.5,21.52,28.67,38.62
2023-02-06 03:00:00,26.25,31.48,24.74,36.07
2023-02-06 04:00:00,33.98,61.1,20.31,29.78
2023-02-06 05:00:00,39.92,64.31,31.56,35.85
2023-02-06 06:00:00,35.16,52.92,32.35,17.46
2023-02-06 07:00:00,42.95,80.45,29.37,22.89
2023-02-06 08:00:00,35.78,64.68,32.78,30.9
2023-02-06 09:00:00,36.44,60.55,34.06,23.99
2023-02-06 10:00:00,40.87,48.18,30.66,26.07
2023-02-06 11:00:00,38.48,67.26,32.94,34.86
2023-02-06 12:00:00,34.08,45.95,30.65,34.99
2023-02-06 13:00:00,35.41,54.88,34.48,40.89
2023-02-06 14:00:00,31.02,49.7,41.15,46.88
2023-02-06 15:00:00,39.6,78.53,40.0,34.92
2023-02-06 16:00:00,34.84,53.71,37.99,44.45
2023-02-06 17:00:00,30.68,37.7,39.04,45.35
2023-02-06 18:00:00,27.37,55.55,31.17,54.61
2023-02-06 19:00:00,31.73,56.57,25.69,60.39
2023-02-06 20:00:00,31.45,56.43,29.22,39.66
2023-02-06 21:00:00,18.33,41.23,28.06,44.65
2023-02-06 22:00:00,16.12,39.57,30.38,40.2
2023-02-06 23:00:00,28.77,38.9,28.31,45.06
2023-02-07 00:00:00,14.66,12.33,29.86,47.3
2023-02-07 01:00:00,26.47,49.09,14.13,53.12
2023-02-07 02:00:00,33.68,51.79,20.01,31.66
2023-02-07 03:00:00,34.97,54.57,23.75,49.97
2023-02-07 04:00:00,31.34,41.16,27.2,35.12
2023-02-07 05:00:00,33.09,57.62,36.23,32.24
2023-02-07 06:00:00,44.42,74.29,22.11,30.76
2023-02-07 07:00:00,18.97,29.11,24.9,16.49
2023-02-07 08:00:00,32.12,40.29,27.88,20.91
2023-02-07 09:00:00,41.66,76.32,27.83,18.82
2023-02-07 10:00:00,35.81,59.35,28.56,30.32
2023-02-07 11:00:00,46.08,82.66,34.47,23.38
2023-02-07 12:00:00,38.67,45.05,40.11,30.63
2023-02-07 13:00:00,,,,
2023-02-07 14:00:00,36.19,52.17,31.7,47.97
2023-02-07 15:00:00,33.43,53.78,34.81,39.63
2023-02-07 16:00:00,31.63,58.15,30.0,40.29
2023-02-07 17:00:00,34.61,58.33,39.16,52.89
2023-02-07 18:00:00,26.26,42.16,40.36,52.01
